market_key,market,scenario_id,scenario,is_baseline,sensitivity_parameter,sensitivity_value,n,epsilon,d_I,d_J,replication,strategy,interactions_total,interactions_per_customer,welfare,optimal_welfare,welfare_ratio,welfare_regret,match_rate,runtime_ms,baseline_prediction,centralized_sufficient_condition,z,rejections,acceptances,displacements,provider_initiated_contacts,recommendations_per_customer,accepted_recommendations
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,50,0.1,0.1,0.8,1,Customers search,118,2.36,49.6,49.6,1.0,0.0,1.0,0.399799995648209,Customers search,False,,26.0,92.0,42.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,50,0.1,0.1,0.8,1,Providers search,1134,22.68,49.6,49.6,1.0,0.0,1.0,3.5623000003397465,Customers search,False,,989.0,145.0,95.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,50,0.1,0.1,0.8,1,Both sides search,118,2.36,49.6,49.6,1.0,0.0,1.0,0.4048999981023371,Customers search,False,0.0,26.0,92.0,42.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,50,0.1,0.1,0.8,1,Centralized matching,2500,50.0,49.0,49.6,0.9879032258064516,0.012096774193548376,0.98,0.8135000025504269,Customers search,False,,,,,,50.0,212.0
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,50,0.1,0.1,1.0,1,Customers search,97,1.94,50.0,50.0,1.0,0.0,1.0,0.3412999940337613,Customers search,False,,0.0,97.0,47.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,50,0.1,0.1,1.0,1,Providers search,885,17.7,50.0,50.0,1.0,0.0,1.0,2.8316999960225075,Customers search,False,,783.0,102.0,52.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,50,0.1,0.1,1.0,1,Both sides search,97,1.94,50.0,50.0,1.0,0.0,1.0,0.3620999996201135,Customers search,False,0.0,0.0,97.0,47.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,50,0.1,0.1,1.0,1,Centralized matching,2500,50.0,50.0,50.0,1.0,0.0,1.0,0.779100002546329,Customers search,False,,,,,,50.0,272.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,50,0.1,0.1,0.2,2,Customers search,284,5.68,40.00000000000002,40.000000000000014,1.0000000000000002,-2.220446049250313e-16,1.0,0.8907000010367483,Customers search,False,,183.0,101.0,51.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,50,0.1,0.1,0.2,2,Providers search,435,8.7,40.000000000000014,40.000000000000014,1.0,0.0,1.0,1.377599997795187,Customers search,False,,357.0,78.0,28.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,50,0.1,0.1,0.2,2,Both sides search,613,12.26,40.000000000000014,40.000000000000014,1.0,0.0,1.0,0.41000000055646524,Customers search,False,0.4,0.0,107.0,57.0,506.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,50,0.1,0.1,0.2,2,Centralized matching,2500,50.0,25.0,40.000000000000014,0.6249999999999998,0.3750000000000002,0.5,0.7583000042359345,Customers search,False,,,,,,50.0,46.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,50,0.1,0.1,0.4,2,Customers search,182,3.64,44.800000000000004,44.800000000000004,1.0,0.0,1.0,0.5865999992238358,Customers search,False,,100.0,82.0,32.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,50,0.1,0.1,0.4,2,Providers search,714,14.28,44.800000000000004,44.800000000000004,1.0,0.0,1.0,2.3029000003589317,Customers search,False,,611.0,103.0,53.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,50,0.1,0.1,0.4,2,Both sides search,182,3.64,44.800000000000004,44.800000000000004,1.0,0.0,1.0,0.600500003201887,Customers search,False,0.0,100.0,82.0,32.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,50,0.1,0.1,0.4,2,Centralized matching,2500,50.0,37.0,44.800000000000004,0.8258928571428571,0.1741071428571429,0.74,0.7695000022067688,Customers search,False,,,,,,50.0,96.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,50,0.1,0.1,0.6,2,Customers search,136,2.72,48.0,48.0,1.0,0.0,1.0,0.5180000007385388,Customers search,False,,50.0,86.0,36.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,50,0.1,0.1,0.6,2,Providers search,957,19.14,48.00000000000001,48.0,1.0000000000000002,-2.220446049250313e-16,1.0,3.1055999934324063,Customers search,False,,833.0,124.0,74.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,50,0.1,0.1,0.6,2,Both sides search,136,2.72,48.0,48.0,1.0,0.0,1.0,0.46410000504693016,Customers search,False,0.0,50.0,86.0,36.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,50,0.1,0.1,0.6,2,Centralized matching,2500,50.0,45.0,48.0,0.9375,0.0625,0.9,0.7815999997546896,Customers search,False,,,,,,50.0,148.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,50,0.1,0.1,0.8,2,Customers search,113,2.26,49.2,49.2,1.0,0.0,1.0,0.3802999999606982,Customers search,False,,26.0,87.0,37.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,50,0.1,0.1,0.8,2,Providers search,1192,23.84,49.2,49.2,1.0,0.0,1.0,3.75029999850085,Customers search,False,,1058.0,134.0,84.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,50,0.1,0.1,0.8,2,Both sides search,113,2.26,49.2,49.2,1.0,0.0,1.0,0.3938000008929521,Customers search,False,0.0,26.0,87.0,37.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,50,0.1,0.1,0.8,2,Centralized matching,2500,50.0,48.0,49.2,0.975609756097561,0.024390243902439046,0.96,0.766799996199552,Customers search,False,,,,,,50.0,200.0
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,50,0.1,0.1,1.0,2,Customers search,66,1.32,49.6,49.6,1.0,0.0,1.0,0.23949999740580097,Customers search,False,,0.0,66.0,16.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,50,0.1,0.1,1.0,2,Providers search,1127,22.54,49.6,49.6,1.0,0.0,1.0,3.5582000055001117,Customers search,False,,1022.0,105.0,55.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,50,0.1,0.1,1.0,2,Both sides search,66,1.32,49.6,49.6,1.0,0.0,1.0,0.24500000290572643,Customers search,False,0.0,0.0,66.0,16.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,50,0.1,0.1,1.0,2,Centralized matching,2500,50.0,49.0,49.6,0.9879032258064516,0.012096774193548376,0.98,0.7665000011911616,Customers search,False,,,,,,50.0,249.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,50,0.1,0.1,0.2,3,Customers search,286,5.72,41.60000000000002,41.60000000000002,1.0,0.0,1.0,0.9078000002773479,Customers search,False,,187.0,99.0,49.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,50,0.1,0.1,0.2,3,Providers search,402,8.04,41.60000000000002,41.60000000000002,1.0,0.0,1.0,1.2901000009151176,Customers search,False,,311.0,91.0,41.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,50,0.1,0.1,0.2,3,Both sides search,570,11.4,41.60000000000002,41.60000000000002,1.0,0.0,1.0,0.3799999976763502,Customers search,False,0.4,0.0,92.0,42.0,478.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,50,0.1,0.1,0.2,3,Centralized matching,2500,50.0,29.0,41.60000000000002,0.6971153846153842,0.30288461538461575,0.58,0.7731000005151145,Customers search,False,,,,,,50.0,57.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,50,0.1,0.1,0.4,3,Customers search,223,4.46,47.60000000000001,47.60000000000001,1.0,0.0,1.0,0.7317999989027157,Customers search,False,,92.0,131.0,81.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,50,0.1,0.1,0.4,3,Providers search,666,13.32,47.60000000000001,47.60000000000001,1.0,0.0,1.0,2.1231999999145046,Customers search,False,,546.0,120.0,70.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,50,0.1,0.1,0.4,3,Both sides search,223,4.46,47.60000000000001,47.60000000000001,1.0,0.0,1.0,0.734799999918323,Customers search,False,0.0,92.0,131.0,81.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,50,0.1,0.1,0.4,3,Centralized matching,2500,50.0,44.0,47.60000000000001,0.9243697478991595,0.07563025210084051,0.88,0.7775000049150549,Customers search,False,,,,,,50.0,125.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,50,0.1,0.1,0.6,3,Customers search,184,3.68,48.800000000000004,48.800000000000004,1.0,0.0,1.0,0.6166000021039508,Customers search,False,,49.0,135.0,85.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,50,0.1,0.1,0.6,3,Providers search,684,13.68,48.8,48.800000000000004,0.9999999999999999,1.1102230246251565e-16,1.0,2.1938999998383224,Customers search,False,,596.0,88.0,38.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,50,0.1,0.1,0.6,3,Both sides search,184,3.68,48.800000000000004,48.800000000000004,1.0,0.0,1.0,0.6364000000758097,Customers search,False,0.0,49.0,135.0,85.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,50,0.1,0.1,0.6,3,Centralized matching,2500,50.0,47.0,48.800000000000004,0.9631147540983606,0.03688524590163944,0.94,0.7769999938318506,Customers search,False,,,,,,50.0,170.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,50,0.1,0.1,0.8,3,Customers search,112,2.24,50.0,50.0,1.0,0.0,1.0,0.3842999940388836,Customers search,False,,20.0,92.0,42.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,50,0.1,0.1,0.8,3,Providers search,531,10.62,50.0,50.0,1.0,0.0,1.0,1.6780000005383044,Customers search,False,,467.0,64.0,14.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,50,0.1,0.1,0.8,3,Both sides search,112,2.24,50.0,50.0,1.0,0.0,1.0,0.38970000605331734,Customers search,False,0.0,20.0,92.0,42.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,50,0.1,0.1,0.8,3,Centralized matching,2500,50.0,50.0,50.0,1.0,0.0,1.0,0.7736000043223612,Customers search,False,,,,,,50.0,208.0
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,50,0.1,0.1,1.0,3,Customers search,63,1.26,50.0,50.0,1.0,0.0,1.0,0.23409999994328246,Customers search,False,,0.0,63.0,13.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,50,0.1,0.1,1.0,3,Providers search,576,11.52,50.0,50.0,1.0,0.0,1.0,1.9250000041211024,Customers search,False,,507.0,69.0,19.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,50,0.1,0.1,1.0,3,Both sides search,63,1.26,50.0,50.0,1.0,0.0,1.0,0.24710000434424728,Customers search,False,0.0,0.0,63.0,13.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,50,0.1,0.1,1.0,3,Centralized matching,2500,50.0,50.0,50.0,1.0,0.0,1.0,0.7897999967099167,Customers search,False,,,,,,50.0,249.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,50,0.1,0.1,0.2,4,Customers search,270,5.4,40.80000000000001,40.80000000000001,1.0,0.0,1.0,0.8518000031472184,Customers search,False,,170.0,100.0,50.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,50,0.1,0.1,0.2,4,Providers search,494,9.88,40.80000000000002,40.80000000000001,1.0000000000000002,-2.220446049250313e-16,1.0,1.581899996381253,Customers search,False,,368.0,126.0,76.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,50,0.1,0.1,0.2,4,Both sides search,611,12.22,40.80000000000002,40.80000000000001,1.0000000000000002,-2.220446049250313e-16,1.0,0.3721999964909628,Customers search,False,0.4,0.0,96.0,46.0,515.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,50,0.1,0.1,0.2,4,Centralized matching,2500,50.0,27.0,40.80000000000001,0.6617647058823528,0.3382352941176472,0.54,0.7554000039817765,Customers search,False,,,,,,50.0,58.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,50,0.1,0.1,0.4,4,Customers search,206,4.12,46.40000000000001,46.40000000000001,1.0,0.0,1.0,0.6725999992340803,Customers search,False,,97.0,109.0,59.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,50,0.1,0.1,0.4,4,Providers search,646,12.92,46.40000000000001,46.40000000000001,1.0,0.0,1.0,2.0498999947449192,Customers search,False,,551.0,95.0,45.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,50,0.1,0.1,0.4,4,Both sides search,206,4.12,46.40000000000001,46.40000000000001,1.0,0.0,1.0,0.6772999986424111,Customers search,False,0.0,97.0,109.0,59.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,50,0.1,0.1,0.4,4,Centralized matching,2500,50.0,41.0,46.40000000000001,0.8836206896551722,0.11637931034482785,0.82,0.77449999662349,Customers search,False,,,,,,50.0,108.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,50,0.1,0.1,0.6,4,Customers search,144,2.88,48.400000000000006,48.800000000000004,0.9918032786885246,0.008196721311475419,1.0,0.4853999998886138,Customers search,False,,44.0,100.0,50.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,50,0.1,0.1,0.6,4,Providers search,829,16.58,48.400000000000006,48.800000000000004,0.9918032786885246,0.008196721311475419,1.0,2.640300001075957,Customers search,False,,726.0,103.0,53.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,50,0.1,0.1,0.6,4,Both sides search,144,2.88,48.400000000000006,48.800000000000004,0.9918032786885246,0.008196721311475419,1.0,0.5011000030208379,Customers search,False,0.0,44.0,100.0,50.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,50,0.1,0.1,0.6,4,Centralized matching,2500,50.0,47.0,48.800000000000004,0.9631147540983606,0.03688524590163944,0.94,0.7729999997536652,Customers search,False,,,,,,50.0,155.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,50,0.1,0.1,0.8,4,Customers search,176,3.52,48.800000000000004,48.800000000000004,1.0,0.0,1.0,0.7269000052474439,Customers search,False,,22.0,154.0,104.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,50,0.1,0.1,0.8,4,Providers search,635,12.7,48.800000000000004,48.800000000000004,1.0,0.0,1.0,1.9488000034471042,Customers search,False,,569.0,66.0,16.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,50,0.1,0.1,0.8,4,Both sides search,176,3.52,48.800000000000004,48.800000000000004,1.0,0.0,1.0,0.6053999968571588,Customers search,False,0.0,22.0,154.0,104.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,50,0.1,0.1,0.8,4,Centralized matching,2500,50.0,47.0,48.800000000000004,0.9631147540983606,0.03688524590163944,0.94,0.7879999975557439,Customers search,False,,,,,,50.0,200.0
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,50,0.1,0.1,1.0,4,Customers search,154,3.08,49.6,49.6,1.0,0.0,1.0,0.5403999966802076,Customers search,False,,0.0,154.0,104.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,50,0.1,0.1,1.0,4,Providers search,758,15.16,49.6,49.6,1.0,0.0,1.0,2.423600002657622,Customers search,False,,673.0,85.0,35.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,50,0.1,0.1,1.0,4,Both sides search,154,3.08,49.6,49.6,1.0,0.0,1.0,0.5487999951583333,Customers search,False,0.0,0.0,154.0,104.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,50,0.1,0.1,1.0,4,Centralized matching,2500,50.0,49.0,49.6,0.9879032258064516,0.012096774193548376,0.98,0.7801999963703565,Customers search,False,,,,,,50.0,245.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,50,0.1,0.1,0.2,5,Customers search,318,6.36,39.60000000000002,39.60000000000002,1.0,0.0,1.0,0.9963000047719106,Customers search,False,,204.0,114.0,64.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,50,0.1,0.1,0.2,5,Providers search,528,10.56,39.60000000000002,39.60000000000002,1.0,0.0,1.0,1.7139999981736764,Customers search,False,,402.0,126.0,76.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,50,0.1,0.1,0.2,5,Both sides search,583,11.66,39.60000000000002,39.60000000000002,1.0,0.0,1.0,0.3544999999576248,Customers search,False,0.4,0.0,94.0,44.0,489.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,50,0.1,0.1,0.2,5,Centralized matching,2500,50.0,24.0,39.60000000000002,0.6060606060606057,0.39393939393939426,0.48,0.7582999969599769,Customers search,False,,,,,,50.0,49.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,50,0.1,0.1,0.4,5,Customers search,219,4.38,46.40000000000001,46.400000000000006,1.0000000000000002,-2.220446049250313e-16,1.0,0.7101000010152347,Customers search,False,,95.0,124.0,74.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,50,0.1,0.1,0.4,5,Providers search,563,11.26,46.400000000000006,46.400000000000006,1.0,0.0,1.0,1.7759999973350205,Customers search,False,,476.0,87.0,37.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,50,0.1,0.1,0.4,5,Both sides search,219,4.38,46.40000000000001,46.400000000000006,1.0000000000000002,-2.220446049250313e-16,1.0,0.7436999949277379,Customers search,False,0.0,95.0,124.0,74.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,50,0.1,0.1,0.4,5,Centralized matching,2500,50.0,41.0,46.400000000000006,0.8836206896551723,0.11637931034482774,0.82,0.7514999961131252,Customers search,False,,,,,,50.0,106.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,50,0.1,0.1,0.6,5,Customers search,159,3.18,49.6,49.6,1.0,0.0,1.0,0.5393000028561801,Customers search,False,,44.0,115.0,65.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,50,0.1,0.1,0.6,5,Providers search,791,15.82,49.6,49.6,1.0,0.0,1.0,2.5057999955606647,Customers search,False,,679.0,112.0,62.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,50,0.1,0.1,0.6,5,Both sides search,159,3.18,49.6,49.6,1.0,0.0,1.0,0.5394999971031211,Customers search,False,0.0,44.0,115.0,65.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,50,0.1,0.1,0.6,5,Centralized matching,2500,50.0,49.0,49.6,0.9879032258064516,0.012096774193548376,0.98,0.7776000056765042,Customers search,False,,,,,,50.0,160.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,50,0.1,0.1,0.8,5,Customers search,127,2.54,49.6,49.6,1.0,0.0,1.0,0.43400000140536577,Customers search,False,,22.0,105.0,55.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,50,0.1,0.1,0.8,5,Providers search,1122,22.44,49.6,49.6,1.0,0.0,1.0,3.5547000006772578,Customers search,False,,997.0,125.0,75.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,50,0.1,0.1,0.8,5,Both sides search,127,2.54,49.6,49.6,1.0,0.0,1.0,0.4528999998001382,Customers search,False,0.0,22.0,105.0,55.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,50,0.1,0.1,0.8,5,Centralized matching,2500,50.0,49.0,49.6,0.9879032258064516,0.012096774193548376,0.98,0.7654999935766682,Customers search,False,,,,,,50.0,199.0
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,50,0.1,0.1,1.0,5,Customers search,84,1.68,50.0,50.0,1.0,0.0,1.0,0.3035000045201741,Customers search,False,,0.0,84.0,34.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,50,0.1,0.1,1.0,5,Providers search,644,12.88,50.0,50.0,1.0,0.0,1.0,2.039099999819882,Customers search,False,,581.0,63.0,13.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,50,0.1,0.1,1.0,5,Both sides search,84,1.68,50.0,50.0,1.0,0.0,1.0,0.3069000013056211,Customers search,False,0.0,0.0,84.0,34.0,0.0,,
