market_key,market,scenario_id,scenario,is_baseline,sensitivity_parameter,sensitivity_value,n,epsilon,d_I,d_J,replication,strategy,interactions_total,interactions_per_customer,welfare,optimal_welfare,welfare_ratio,welfare_regret,match_rate,runtime_ms,baseline_prediction,centralized_sufficient_condition,z,rejections,acceptances,displacements,provider_initiated_contacts,recommendations_per_customer,accepted_recommendations
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,100,0.1,0.1,0.6,5,Both sides search,271,2.71,100.0,100.0,1.0,0.0,1.0,1.037699999869801,Customers search,False,0.0,100.0,171.0,71.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,100,0.1,0.1,0.6,5,Centralized matching,10000,100.0,100.0,100.0,1.0,0.0,1.0,1.7136000024038367,Customers search,False,,,,,,100.0,599.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,100,0.1,0.1,0.8,5,Customers search,164,1.64,100.0,100.0,1.0,0.0,1.0,0.5775000026915222,Customers search,False,,27.0,137.0,37.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,100,0.1,0.1,0.8,5,Providers search,1427,14.27,100.0,100.0,1.0,0.0,1.0,4.540399997495115,Customers search,False,,1284.0,143.0,43.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,100,0.1,0.1,0.8,5,Both sides search,164,1.64,100.0,100.0,1.0,0.0,1.0,0.5744000009144656,Customers search,False,0.0,27.0,137.0,37.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,100,0.1,0.1,0.8,5,Centralized matching,10000,100.0,100.0,100.0,1.0,0.0,1.0,1.7673000038485043,Customers search,False,,,,,,100.0,786.0
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,100,0.1,0.1,1.0,5,Customers search,117,1.17,100.0,100.0,1.0,0.0,1.0,0.41140000394079834,Customers search,False,,0.0,117.0,17.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,100,0.1,0.1,1.0,5,Providers search,1162,11.62,100.0,100.0,1.0,0.0,1.0,3.700499997648876,Customers search,False,,1049.0,113.0,13.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,100,0.1,0.1,1.0,5,Both sides search,117,1.17,100.0,100.0,1.0,0.0,1.0,0.42979999852832407,Customers search,False,0.0,0.0,117.0,17.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,100,0.1,0.1,1.0,5,Centralized matching,10000,100.0,100.0,100.0,1.0,0.0,1.0,1.673099999607075,Customers search,False,,,,,,100.0,975.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,100,0.1,0.1,0.2,6,Customers search,799,7.99,90.79999999999998,90.79999999999998,1.0,0.0,1.0,2.4727999989409,Customers search,False,,573.0,226.0,126.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,100,0.1,0.1,0.2,6,Providers search,1275,12.75,90.79999999999995,90.79999999999998,0.9999999999999997,3.3306690738754696e-16,1.0,4.094299998541828,Customers search,False,,1101.0,174.0,74.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,100,0.1,0.1,0.2,6,Both sides search,2243,22.43,90.79999999999998,90.79999999999998,1.0,0.0,1.0,0.9674000029917806,Customers search,False,0.4,0.0,256.0,156.0,1987.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,100,0.1,0.1,0.2,6,Centralized matching,10000,100.0,77.0,90.79999999999998,0.8480176211453746,0.1519823788546254,0.77,1.6493000002810732,Customers search,False,,,,,,100.0,187.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,100,0.1,0.1,0.4,6,Customers search,647,6.47,98.4,98.4,1.0,0.0,1.0,2.0509999958449043,Customers search,False,,321.0,326.0,226.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,100,0.1,0.1,0.4,6,Providers search,1656,16.56,98.39999999999999,98.4,0.9999999999999999,1.1102230246251565e-16,1.0,5.645500001264736,Customers search,False,,1486.0,170.0,70.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,100,0.1,0.1,0.4,6,Both sides search,647,6.47,98.4,98.4,1.0,0.0,1.0,2.097299999149982,Customers search,False,0.0,321.0,326.0,226.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,100,0.1,0.1,0.4,6,Centralized matching,10000,100.0,96.0,98.4,0.975609756097561,0.024390243902439046,0.96,1.746300004015211,Customers search,False,,,,,,100.0,405.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,100,0.1,0.1,0.6,6,Customers search,248,2.48,100.0,100.0,1.0,0.0,1.0,0.8076999947661534,Customers search,False,,98.0,150.0,50.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,100,0.1,0.1,0.6,6,Providers search,1346,13.46,100.0,100.0,1.0,0.0,1.0,4.2938999977195635,Customers search,False,,1207.0,139.0,39.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,100,0.1,0.1,0.6,6,Both sides search,248,2.48,100.0,100.0,1.0,0.0,1.0,0.8171000008587725,Customers search,False,0.0,98.0,150.0,50.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,100,0.1,0.1,0.6,6,Centralized matching,10000,100.0,100.0,100.0,1.0,0.0,1.0,1.738600003591273,Customers search,False,,,,,,100.0,591.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,100,0.1,0.1,0.8,6,Customers search,160,1.6,100.0,100.0,1.0,0.0,1.0,0.544999995327089,Customers search,False,,29.0,131.0,31.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,100,0.1,0.1,0.8,6,Providers search,1237,12.37,100.0,100.0,1.0,0.0,1.0,3.961499998695217,Customers search,False,,1111.0,126.0,26.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,100,0.1,0.1,0.8,6,Both sides search,160,1.6,100.0,100.0,1.0,0.0,1.0,0.559899999643676,Customers search,False,0.0,29.0,131.0,31.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,100,0.1,0.1,0.8,6,Centralized matching,10000,100.0,100.0,100.0,1.0,0.0,1.0,1.6968000054475851,Customers search,False,,,,,,100.0,764.0
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,100,0.1,0.1,1.0,6,Customers search,155,1.55,100.0,100.0,1.0,0.0,1.0,0.5326999962562695,Customers search,False,,0.0,155.0,55.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,100,0.1,0.1,1.0,6,Providers search,1416,14.16,100.0,100.0,1.0,0.0,1.0,4.528199999185745,Customers search,False,,1288.0,128.0,28.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,100,0.1,0.1,1.0,6,Both sides search,155,1.55,100.0,100.0,1.0,0.0,1.0,0.5469999960041605,Customers search,False,0.0,0.0,155.0,55.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,100,0.1,0.1,1.0,6,Centralized matching,10000,100.0,100.0,100.0,1.0,0.0,1.0,1.6892000057850964,Customers search,False,,,,,,100.0,937.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,100,0.1,0.1,0.2,7,Customers search,866,8.66,90.79999999999997,90.79999999999998,0.9999999999999999,1.1102230246251565e-16,1.0,2.661200000147801,Customers search,False,,606.0,260.0,160.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,100,0.1,0.1,0.2,7,Providers search,1337,13.37,90.39999999999995,90.79999999999998,0.9955947136563873,0.004405286343612702,1.0,4.334299999754876,Customers search,False,,1142.0,195.0,95.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,100,0.1,0.1,0.2,7,Both sides search,2212,22.12,90.79999999999997,90.79999999999998,0.9999999999999999,1.1102230246251565e-16,1.0,0.9111000035773031,Customers search,False,0.4,0.0,238.0,138.0,1974.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,100,0.1,0.1,0.2,7,Centralized matching,10000,100.0,77.0,90.79999999999998,0.8480176211453746,0.1519823788546254,0.77,1.6376999992644414,Customers search,False,,,,,,100.0,208.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,100,0.1,0.1,0.4,7,Customers search,606,6.06,99.6,99.6,1.0,0.0,1.0,1.9146999984513968,Customers search,False,,332.0,274.0,174.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,100,0.1,0.1,0.4,7,Providers search,1916,19.16,99.6,99.6,1.0,0.0,1.0,6.104000000050291,Customers search,False,,1707.0,209.0,109.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,100,0.1,0.1,0.4,7,Both sides search,606,6.06,99.6,99.6,1.0,0.0,1.0,1.9523000009940006,Customers search,False,0.0,332.0,274.0,174.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,100,0.1,0.1,0.4,7,Centralized matching,10000,100.0,99.0,99.6,0.9939759036144579,0.0060240963855421326,0.99,1.7458000002079643,Customers search,False,,,,,,100.0,420.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,100,0.1,0.1,0.6,7,Customers search,198,1.98,100.0,100.0,1.0,0.0,1.0,0.6543999988934956,Customers search,False,,67.0,131.0,31.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,100,0.1,0.1,0.6,7,Providers search,1384,13.84,100.0,100.0,1.0,0.0,1.0,4.437899995537009,Customers search,False,,1250.0,134.0,34.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,100,0.1,0.1,0.6,7,Both sides search,198,1.98,100.0,100.0,1.0,0.0,1.0,0.6703999970341101,Customers search,False,0.0,67.0,131.0,31.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,100,0.1,0.1,0.6,7,Centralized matching,10000,100.0,100.0,100.0,1.0,0.0,1.0,1.6709999981685542,Customers search,False,,,,,,100.0,624.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,100,0.1,0.1,0.8,7,Customers search,178,1.78,100.0,100.0,1.0,0.0,1.0,0.6001000001560897,Customers search,False,,43.0,135.0,35.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,100,0.1,0.1,0.8,7,Providers search,1281,12.81,100.0,100.0,1.0,0.0,1.0,4.147200001170859,Customers search,False,,1161.0,120.0,20.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,100,0.1,0.1,0.8,7,Both sides search,178,1.78,100.0,100.0,1.0,0.0,1.0,0.6192000000737607,Customers search,False,0.0,43.0,135.0,35.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,100,0.1,0.1,0.8,7,Centralized matching,10000,100.0,100.0,100.0,1.0,0.0,1.0,1.6656000007060356,Customers search,False,,,,,,100.0,823.0
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,100,0.1,0.1,1.0,7,Customers search,151,1.51,100.0,100.0,1.0,0.0,1.0,0.4880999986198731,Customers search,False,,0.0,151.0,51.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,100,0.1,0.1,1.0,7,Providers search,1034,10.34,100.0,100.0,1.0,0.0,1.0,3.0435000007855706,Customers search,False,,926.0,108.0,8.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,100,0.1,0.1,1.0,7,Both sides search,151,1.51,100.0,100.0,1.0,0.0,1.0,0.5061999981990084,Customers search,False,0.0,0.0,151.0,51.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,100,0.1,0.1,1.0,7,Centralized matching,10000,100.0,100.0,100.0,1.0,0.0,1.0,1.6619000016362406,Customers search,False,,,,,,100.0,1026.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,100,0.1,0.1,0.2,8,Customers search,864,8.64,90.8,90.8,1.0,0.0,1.0,2.449600004183594,Customers search,False,,612.0,252.0,152.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,100,0.1,0.1,0.2,8,Providers search,1471,14.71,90.8,90.8,1.0,0.0,1.0,4.349900002125651,Customers search,False,,1222.0,249.0,149.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,100,0.1,0.1,0.2,8,Both sides search,2196,21.96,90.79999999999998,90.8,0.9999999999999999,1.1102230246251565e-16,1.0,0.8994000017992221,Customers search,False,0.4,0.0,234.0,134.0,1962.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,100,0.1,0.1,0.2,8,Centralized matching,10000,100.0,77.0,90.8,0.8480176211453745,0.1519823788546255,0.77,1.514200004749,Customers search,False,,,,,,100.0,197.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,100,0.1,0.1,0.4,8,Customers search,432,4.32,97.6,97.6,1.0,0.0,1.0,1.2614000006578863,Customers search,False,,240.0,192.0,92.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,100,0.1,0.1,0.4,8,Providers search,2451,24.51,97.6,97.6,1.0,0.0,1.0,7.193600002210587,Customers search,False,,2152.0,299.0,199.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,100,0.1,0.1,0.4,8,Both sides search,432,4.32,97.6,97.6,1.0,0.0,1.0,1.259199998457916,Customers search,False,0.0,240.0,192.0,92.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,100,0.1,0.1,0.4,8,Centralized matching,10000,100.0,94.0,97.6,0.9631147540983607,0.03688524590163933,0.94,1.541400000860449,Customers search,False,,,,,,100.0,396.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,100,0.1,0.1,0.6,8,Customers search,294,2.94,100.0,100.0,1.0,0.0,1.0,0.872600001457613,Customers search,False,,115.0,179.0,79.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,100,0.1,0.1,0.6,8,Providers search,2063,20.63,100.0,100.0,1.0,0.0,1.0,6.1520000017480925,Customers search,False,,1876.0,187.0,87.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,100,0.1,0.1,0.6,8,Both sides search,294,2.94,100.0,100.0,1.0,0.0,1.0,0.9049000000231899,Customers search,False,0.0,115.0,179.0,79.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,100,0.1,0.1,0.6,8,Centralized matching,10000,100.0,100.0,100.0,1.0,0.0,1.0,1.5763999981572852,Customers search,False,,,,,,100.0,579.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,100,0.1,0.1,0.8,8,Customers search,202,2.02,100.0,100.0,1.0,0.0,1.0,0.6279000008362345,Customers search,False,,42.0,160.0,60.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,100,0.1,0.1,0.8,8,Providers search,1562,15.62,100.0,100.0,1.0,0.0,1.0,4.641699997591786,Customers search,False,,1424.0,138.0,38.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,100,0.1,0.1,0.8,8,Both sides search,202,2.02,100.0,100.0,1.0,0.0,1.0,0.6496999994851649,Customers search,False,0.0,42.0,160.0,60.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,100,0.1,0.1,0.8,8,Centralized matching,10000,100.0,100.0,100.0,1.0,0.0,1.0,1.6724000015528873,Customers search,False,,,,,,100.0,768.0
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,100,0.1,0.1,1.0,8,Customers search,165,1.65,100.0,100.0,1.0,0.0,1.0,0.5354999957489781,Customers search,False,,0.0,165.0,65.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,100,0.1,0.1,1.0,8,Providers search,1098,10.98,100.0,100.0,1.0,0.0,1.0,3.2451000006403774,Customers search,False,,993.0,105.0,5.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,100,0.1,0.1,1.0,8,Both sides search,165,1.65,100.0,100.0,1.0,0.0,1.0,0.5499999970197678,Customers search,False,0.0,0.0,165.0,65.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,100,0.1,0.1,1.0,8,Centralized matching,10000,100.0,100.0,100.0,1.0,0.0,1.0,1.5700000003562309,Customers search,False,,,,,,100.0,965.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,100,0.1,0.1,0.2,9,Customers search,910,9.1,91.6,91.99999999999999,0.9956521739130436,0.004347826086956386,1.0,2.647200002684258,Customers search,False,,617.0,293.0,193.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,100,0.1,0.1,0.2,9,Providers search,1401,14.01,91.99999999999997,91.99999999999999,0.9999999999999999,1.1102230246251565e-16,1.0,4.302400004235096,Customers search,False,,1178.0,223.0,123.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,100,0.1,0.1,0.2,9,Both sides search,2242,22.42,91.99999999999997,91.99999999999999,0.9999999999999999,1.1102230246251565e-16,1.0,0.9264999971492216,Customers search,False,0.4,0.0,261.0,161.0,1981.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.20,"d_I=0.10, d_J=0.20",False,d_J (with d_I fixed at 0.10),0.2,100,0.1,0.1,0.2,9,Centralized matching,10000,100.0,80.0,91.99999999999999,0.8695652173913044,0.13043478260869557,0.8,1.574000001710374,Customers search,False,,,,,,100.0,208.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,100,0.1,0.1,0.4,9,Customers search,742,7.42,99.6,99.6,1.0,0.0,1.0,2.248700002382975,Customers search,False,,353.0,389.0,289.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,100,0.1,0.1,0.4,9,Providers search,2202,22.02,99.6,99.6,1.0,0.0,1.0,6.838900000730064,Customers search,False,,1938.0,264.0,164.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,100,0.1,0.1,0.4,9,Both sides search,742,7.42,99.6,99.6,1.0,0.0,1.0,2.2807000059401616,Customers search,False,0.0,353.0,389.0,289.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.40,"d_I=0.10, d_J=0.40",False,d_J (with d_I fixed at 0.10),0.4,100,0.1,0.1,0.4,9,Centralized matching,10000,100.0,99.0,99.6,0.9939759036144579,0.0060240963855421326,0.99,1.6611000028206035,Customers search,False,,,,,,100.0,444.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,100,0.1,0.1,0.6,9,Customers search,229,2.29,100.0,100.0,1.0,0.0,1.0,0.7272000002558343,Customers search,False,,84.0,145.0,45.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,100,0.1,0.1,0.6,9,Providers search,1386,13.86,100.0,100.0,1.0,0.0,1.0,4.278599997633137,Customers search,False,,1236.0,150.0,50.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,100,0.1,0.1,0.6,9,Both sides search,229,2.29,100.0,100.0,1.0,0.0,1.0,0.7339000003412366,Customers search,False,0.0,84.0,145.0,45.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,100,0.1,0.1,0.6,9,Centralized matching,10000,100.0,100.0,100.0,1.0,0.0,1.0,1.5940000012051314,Customers search,False,,,,,,100.0,628.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,100,0.1,0.1,0.8,9,Customers search,153,1.53,100.0,100.0,1.0,0.0,1.0,0.48969999625114724,Customers search,False,,23.0,130.0,30.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,100,0.1,0.1,0.8,9,Providers search,1177,11.77,100.0,100.0,1.0,0.0,1.0,3.5817000025417656,Customers search,False,,1043.0,134.0,34.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,100,0.1,0.1,0.8,9,Both sides search,153,1.53,100.0,100.0,1.0,0.0,1.0,0.5095000014989637,Customers search,False,0.0,23.0,130.0,30.0,0.0,,
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,100,0.1,0.1,0.8,9,Centralized matching,10000,100.0,100.0,100.0,1.0,0.0,1.0,1.6098999985842966,Customers search,False,,,,,,100.0,845.0
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,100,0.1,0.1,1.0,9,Customers search,118,1.18,100.0,100.0,1.0,0.0,1.0,0.39399999513989314,Customers search,False,,0.0,118.0,18.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,100,0.1,0.1,1.0,9,Providers search,1228,12.28,100.0,100.0,1.0,0.0,1.0,3.787399997236207,Customers search,False,,1100.0,128.0,28.0,,,
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,100,0.1,0.1,1.0,9,Both sides search,118,1.18,100.0,100.0,1.0,0.0,1.0,0.41369999962626025,Customers search,False,0.0,0.0,118.0,18.0,0.0,,
