market_key,market,scenario_id,scenario,is_baseline,sensitivity_parameter,sensitivity_value,n,epsilon,d_I,d_J,strategy,baseline_prediction,centralized_sufficient_condition,replications,mean_interactions,sd_interactions,p05_interactions,median_interactions,p95_interactions,mean_welfare_ratio,sd_welfare_ratio,p05_welfare_ratio,median_welfare_ratio,p95_welfare_ratio,mean_match_rate,sd_match_rate,mean_runtime_ms,se_interactions,ci95_low_interactions,ci95_high_interactions,ci95_low_welfare_ratio,ci95_high_welfare_ratio,ci95_low_match_rate,ci95_high_match_rate
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,50,0.1,0.1,0.6,Customers search,Customers search,False,10,3.55,0.7756431023494131,2.747,3.43,4.741,0.9975409836065573,0.0039593925536036845,0.9918032786885246,1.0,1.0,1.0,0.0,0.5969700025161728,0.2452798854823245,3.069251424454644,4.030748575545356,0.9950869266770181,0.9999950405360964,1.0,1.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,50,0.1,0.1,0.6,Providers search,Customers search,False,10,16.926,2.5351230520211216,12.844,16.98,19.718999999999998,0.9991803278688526,0.0025920308689904754,0.9954918032786885,1.0,1.0000000000000002,1.0,0.0,2.7300699992338195,0.8016762993184273,15.35471445333588,18.497285546664116,0.9975737704918034,1.0007868852459019,1.0,1.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,100,0.1,0.1,0.6,Both sides search,Customers search,False,10,3.102,1.4199201855503476,2.034,2.5949999999999998,5.754499999999999,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0389099996245932,0.4490181881988004,2.221924351130351,3.9820756488696487,1.0,1.0,1.0,1.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,100,0.1,0.1,0.6,Centralized matching,Customers search,False,10,100.0,0.0,100.0,100.0,100.0,0.9981879129420911,0.0040795572757835385,0.9906359308200545,1.0,1.0,0.9970000000000001,0.0067494855771055556,1.7004700006509665,0.0,100.0,100.0,0.9956593771461199,1.0007164487380622,0.9928166254982106,1.0011833745017895
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,100,0.1,0.1,0.6,Customers search,Customers search,False,10,3.102,1.4199201855503476,2.034,2.5949999999999998,5.754499999999999,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0067199997138232,0.4490181881988004,2.221924351130351,3.9820756488696487,1.0,1.0,1.0,1.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.60,"d_I=0.10, d_J=0.60",False,d_J (with d_I fixed at 0.10),0.6,100,0.1,0.1,0.6,Providers search,Customers search,False,10,16.024,2.45968019601465,13.496,15.72,19.612999999999996,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.112190000363626,0.7778191735015707,14.499474419936922,17.548525580063078,1.0,1.0,1.0,1.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,25,0.1,0.1,0.8,Both sides search,Customers search,False,10,2.56,0.6185287202529708,1.6860000000000002,2.68,3.333999999999999,1.0,1.1102230246251565e-16,0.9999999999999999,1.0,1.0000000000000002,1.0,0.0,0.25139999997918494,0.19559595542285063,2.1766319273712127,2.9433680726287874,0.9999999999999999,1.0,1.0,1.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,25,0.1,0.1,0.8,Centralized matching,Customers search,False,10,25.0,0.0,25.0,25.0,25.0,0.8388697160814924,0.05774604793335531,0.7760798181358929,0.8108108108108109,0.9265734265734265,0.76,0.08000000000000003,0.39252999995369464,0.0,25.0,25.0,0.8030783447623306,0.8746610874006542,0.7104154862885598,0.8095845137114402
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,25,0.1,0.1,0.8,Customers search,Customers search,False,10,2.56,0.6185287202529708,1.6860000000000002,2.68,3.333999999999999,1.0,1.1102230246251565e-16,0.9999999999999999,1.0,1.0000000000000002,1.0,0.0,0.2256399988254998,0.19559595542285063,2.1766319273712127,2.9433680726287874,0.9999999999999999,1.0,1.0,1.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,25,0.1,0.1,0.8,Providers search,Customers search,False,10,13.056000000000001,1.4587909758121997,10.972,13.08,14.877999999999998,0.9983471074380166,0.0052269052234188195,0.9909090909090909,1.0,1.0000000000000002,1.0,0.0,1.0463699996762443,0.46131021136661493,12.151831985721437,13.960168014278565,0.995107438016529,1.0015867768595041,1.0,1.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,50,0.1,0.1,0.8,Both sides search,Customers search,False,10,2.4899999999999998,0.7526102724665816,1.6700000000000002,2.3099999999999996,3.794999999999999,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.43502000044099987,0.2379962651434308,2.0235273203188755,2.956472679681124,1.0,1.0,1.0,1.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,50,0.1,0.1,0.8,Centralized matching,Customers search,False,10,50.0,0.0,50.0,50.0,50.0,0.9792176677716011,0.013070775484761737,0.9631147540983606,0.9817564909520062,0.9945564516129032,0.966,0.021186998109427625,0.7798599996021949,0.0,50.0,50.0,0.9711163171935596,0.9873190183496426,0.9528681625217353,0.9791318374782646
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,50,0.1,0.1,0.8,Customers search,Customers search,False,10,2.4899999999999998,0.7526102724665816,1.6700000000000002,2.3099999999999996,3.794999999999999,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.4389899993839208,0.2379962651434308,2.0235273203188755,2.956472679681124,1.0,1.0,1.0,1.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,50,0.1,0.1,0.8,Providers search,Customers search,False,10,19.732,5.309531889808073,11.556,22.560000000000002,24.334999999999997,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.140730000450276,1.6790214081091666,16.441118040106034,23.022881959893965,1.0,1.0,1.0,1.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,100,0.1,0.1,0.8,Both sides search,Customers search,False,10,2.004,0.6419276525521479,1.486,1.81,3.148499999999999,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6993299997702707,0.20299534751099865,1.6061291188784428,2.401870881121557,1.0,1.0,1.0,1.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,100,0.1,0.1,0.8,Centralized matching,Customers search,False,10,100.0,0.0,100.0,100.0,100.0,0.9993975903614458,0.0019049865422701014,0.9966867469879518,1.0,1.0,0.999,0.003162277660168382,1.718230001279153,0.0,100.0,100.0,0.9982168674698796,1.0005783132530122,0.99704,1.00096
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,100,0.1,0.1,0.8,Customers search,Customers search,False,10,2.004,0.6419276525521479,1.486,1.81,3.148499999999999,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6963799998629838,0.20299534751099865,1.6061291188784428,2.401870881121557,1.0,1.0,1.0,1.0
airbnb,Airbnb / short-term rentals,airbnb_dj_0.80,"d_I=0.10, d_J=0.80",True,d_J (with d_I fixed at 0.10),0.8,100,0.1,0.1,0.8,Providers search,Customers search,False,10,14.797,2.8491989127550297,12.013,14.524999999999999,19.589,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.720000000816071,0.9009958071181265,13.031048218048472,16.56295178195153,1.0,1.0,1.0,1.0
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,25,0.1,0.1,1.0,Both sides search,Customers search,False,10,2.06,0.5717031086538225,1.264,2.1,2.746,1.0,1.2819751242557092e-16,0.9999999999999999,1.0,1.0000000000000002,1.0,0.0,0.23337999955401756,0.18078839687447984,1.7056547421260195,2.4143452578739804,0.9999999999999999,1.0,1.0,1.0
airbnb,Airbnb / short-term rentals,airbnb_dj_1.00,"d_I=0.10, d_J=1.00",False,d_J (with d_I fixed at 0.10),1.0,25,0.1,0.1,1.0,Centralized matching,Customers search,False,10,25.0,0.0,25.0,25.0,25.0,0.892993685639518,0.05598109926225546,0.7937639474336722,0.8974358974358975,0.9504132231404959,0.836,0.07876829593462362,0.4552399994281586,0.0,25.0,25.0,0.858296240840133,0.9276911304389029,0.7871789043775359,0.884821095622464
